income,credit_score,loan_amount,employment_length_years,loan_status,loan_to_income,high_loan_stress,stress_index,credit_tier_Fair,credit_tier_Good,credit_tier_Very Good,credit_tier_Excellent,emp_category_New,emp_category_Stable
48924.25,582,5000.0,17,1,0.10219880733991835,0,0.14925942652737215,1,0,0,0,0,0
33424.4,619,10000.0,31,1,0.2991826330465169,0,0.41083237171169523,1,0,0,0,0,0
53562.96,590,5000.0,38,0,0.09334808979936882,0,0.13448453615163306,1,0,0,0,0,0
90564.53,661,20000.0,32,0,0.22083700980946955,0,0.28398102623002897,1,0,0,0,0,0
31555.65,770,15000.0,25,1,0.47535068997152646,0,0.5247377746438928,0,0,1,0,0,0
31555.96,573,20000.0,16,1,0.6337946936173072,1,0.9401841004794261,0,0,0,0,0,0
93669.48,750,25000.0,28,0,0.2668958982157262,0,0.30248201797782304,0,0,1,0,0,0
57552.96,572,25000.0,19,1,0.4343825235053071,0,0.6454985052089354,0,0,0,0,0,0
27400.47,565,25000.0,29,1,0.9123931085853636,1,1.3726268005266533,0,0,0,0,0,0
50288.72,732,15000.0,4,0,0.2982776256782833,0,0.3463606309105749,0,1,0,0,0,1
27500.22,742,20000.0,5,1,0.7272669091374542,1,0.8331224700361672,0,0,1,0,0,1
27462.1,735,25000.0,9,1,0.9103455307496514,1,1.0527805457649029,0,1,0,0,0,0
41989.6,518,20000.0,5,1,0.4763084192276183,0,0.781587174408254,0,0,0,0,0,1
11522.21,603,10000.0,9,1,0.8678890594773052,1,1.2233925382350073,1,0,0,0,0,0
12900.86,732,25000.0,20,1,1.937855305770313,1,2.2502418168097895,0,1,0,0,0,0
25916.3,654,25000.0,3,1,0.9646438727750489,1,1.2537420364813328,1,0,0,0,0,1
19777.52,543,15000.0,12,1,0.7584368515364919,1,1.1872400070092415,0,0,0,0,0,0
43850.81,696,20000.0,9,1,0.4560919171162403,0,0.5570088068229946,0,1,0,0,0,0
21061.15,579,15000.0,15,1,0.7122118212918097,1,1.0455613956788226,0,0,0,0,0,0
15562.47,829,15000.0,18,1,0.9638572797248767,1,0.9882734472450484,0,0,0,1,0,0
87499.58,804,20000.0,5,0,0.22857252571955203,0,0.24165005828559605,0,0,0,1,0,1
31714.66,710,10000.0,25,0,0.3153115940703763,0,0.3774857112110139,0,1,0,0,0,0
37817.11,786,20000.0,8,0,0.5288611424828603,1,0.5719236273669609,0,0,1,0,0,0
15446.71,656,10000.0,9,1,0.6473870487631347,1,0.8388399259888178,1,0,0,0,0,0
26196.22,727,15000.0,39,0,0.5726016959698765,1,0.6694792868973797,0,1,0,0,0,0
38814.67,798,10000.0,2,0,0.2576345489991284,0,0.27442276522463555,0,0,1,0,0,1
18204.13,675,10000.0,18,1,0.5493258947282842,1,0.691743719287469,0,1,0,0,0,0
45497.78,624,10000.0,34,0,0.21979094364604163,0,0.29939471490246056,1,0,0,0,0,0
25326.76,480,25000.0,5,1,0.9870982312779053,1,1.7479864512212906,0,0,0,0,0,1
30484.81,642,25000.0,28,1,0.8200805581533885,1,1.0857764399227108,1,0,0,0,0,0
25310.54,732,15000.0,18,1,0.5926384818340501,1,0.6881731004903587,0,1,0,0,0,0
97148.71499999998,745,20000.0,14,0,0.20586993868112413,0,0.2348851649381953,0,0,1,0,0,0
36022.6,700,10000.0,37,0,0.2776035044666404,0,0.3370899697094919,0,1,0,0,0,0
19252.06,596,25000.0,20,1,1.2985623356669362,1,1.8519764854310332,1,0,0,0,0,0
59487.82,452,20000.0,38,1,0.3362032765698928,0,0.6322406749655064,0,0,0,0,0,0
17456.96,600,10000.0,22,1,0.5728374241563251,1,0.8115196842214605,1,0,0,0,0,0
41163.95,620,20000.0,19,1,0.48586202247354787,0,0.6661011598427673,1,0,0,0,0,0
11205.92,619,5000.0,1,1,0.4461927267016006,0,0.6127040673608408,1,0,0,0,0,1
16368.08,712,10000.0,31,0,0.610945205546405,1,0.7293587425764666,0,1,0,0,0,0
40868.58,849,20000.0,27,1,0.48937349915264977,0,0.4899499108124291,0,0,0,1,0,0
56561.28,662,10000.0,3,0,0.1767993935073605,0,0.22700828471488887,1,0,0,0,0,1
40248.22,628,10000.0,6,1,0.24845819268529143,0,0.33628895506767154,1,0,0,0,0,0
33881.05,624,5000.0,2,0,0.14757511942516538,0,0.20102380049902335,1,0,0,0,0,1
30313.18,662,20000.0,24,1,0.659779013617179,1,0.8471482803241726,1,0,0,0,0,0
14956.28,567,15000.0,8,1,1.0029231867817399,1,1.5035003681913206,0,0,0,0,0,0
23578.57,662,25000.0,22,1,1.0602848264334945,1,1.361392904030922,1,0,0,0,0,0
27546.11,695,10000.0,22,0,0.36302766524928565,0,0.44399066972934215,0,1,0,0,0,0
68478.38,671,10000.0,25,0,0.14603149198330917,0,0.18498773202058538,0,1,0,0,0,0
44630.42,696,10000.0,39,0,0.22406242199826934,0,0.2736394521530588,0,1,0,0,0,0
12609.12,693,10000.0,17,1,0.7930767571408631,1,0.9727492692203948,0,1,0,0,0,0
44110.38,473,25000.0,23,1,0.5667600233777175,1,1.0184905282686254,0,0,0,0,0,0
28823.62,714,15000.0,26,1,0.5204065277019334,1,0.6195315805975398,0,1,0,0,0,0
24193.68,583,5000.0,1,1,0.20666554240611598,0,0.30131339801920853,1,0,0,0,0,1
52418.02,540,15000.0,0,1,0.28616113313703956,0,0.4504388206786734,0,0,0,0,1,0
67413.44,540,25000.0,15,1,0.3708459322058035,0,0.583738967360987,0,0,0,0,0,0
63498.28,693,20000.0,23,1,0.31496916136941033,0,0.38632581120346143,0,1,0,0,0,0
21948.84,628,5000.0,35,0,0.2278024715656955,0,0.3083313707497471,1,0,0,0,0,0
30166.06,482,5000.0,10,1,0.16574918965221178,0,0.2922962888057677,0,0,0,0,0,0
44300.8,698,20000.0,25,0,0.45145911586246745,0,0.5497711296319446,0,1,0,0,0,0
65207.32,506,10000.0,5,0,0.15335701574608496,0,0.2576155402849253,0,0,0,0,0,1
27241.46,664,25000.0,25,1,0.9177188006810209,1,1.1747906334019094,1,0,0,0,0,0
32487.3,674,20000.0,28,1,0.6156251827637261,1,0.7763819070462421,0,1,0,0,0,0
18698.51,739,15000.0,0,1,0.8022029562783346,1,0.9226962284662847,0,1,0,0,1,0
17716.93,828,15000.0,8,1,0.8466478108791986,1,0.8691432841151193,0,0,0,1,0,0
59131.29,514,20000.0,26,1,0.33823040221175626,0,0.5593304316731378,0,0,0,0,0,0
81940.12,645,25000.0,6,1,0.30510084681350236,0,0.4020708833976388,1,0,0,0,0,0
34779.87,622,5000.0,2,0,0.1437613194068868,0,0.1964583946878678,1,0,0,0,0,1
66311.57,693,5000.0,8,1,0.07540162297469355,0,0.09248395314356352,0,1,0,0,0,0
45115.52,672,10000.0,1,1,0.22165321379427746,0,0.28036492816240455,0,1,0,0,0,1
24659.76,615,25000.0,9,1,1.0137973767790116,1,1.4011833662799347,1,0,0,0,0,0
45109.01,606,15000.0,16,1,0.33252780320383885,0,0.4664168856819522,1,0,0,0,0,0
91383.66,538,15000.0,30,0,0.16414313018322968,0,0.2593339417393034,0,0,0,0,0,0
35543.21,749,10000.0,0,1,0.281347689192957,0,0.3192864296582289,0,0,1,0,1,0
92854.24,696,15000.0,17,0,0.1615435116371638,0,0.19728733461435233,0,1,0,0,0,0
7541.32,742,10000.0,5,1,1.3260278041509974,1,1.5190345465341615,0,0,1,0,0,1
59464.9,619,10000.0,37,0,0.16816643095338593,0,0.23092320890206466,1,0,0,0,0,0
38262.6,584,20000.0,3,1,0.5227036322675407,1,0.760784396279811,1,0,0,0,0,1
30351.33,542,5000.0,39,0,0.16473742666301608,0,0.2583520528848038,0,0,0,0,0,0
38370.97,686,25000.0,3,1,0.6515342197499828,1,0.8072945871537689,0,1,0,0,0,1
11019.91,546,25000.0,34,1,2.268621068593119,1,3.531736095795149,0,0,0,0,0,0
31831.03,835,5000.0,3,0,0.1570794284696411,0,0.1599012146098143,0,0,0,1,0,1
44993.24,519,25000.0,0,1,0.5556390248846271,1,0.9100061101193315,0,0,0,0,1,0
88144.82,677,15000.0,30,0,0.17017449238650664,0,0.21366073637892266,0,1,0,0,0,0
26609.88,807,15000.0,18,0,0.5637004000018038,1,0.5937364807949606,0,0,0,1,0,0
22357.2,710,25000.0,20,1,1.1182080045801799,1,1.338699723793173,0,1,0,0,0,0
26874.84,668,20000.0,29,1,0.7441904770409796,1,0.9469489603066358,1,0,0,0,0,0
62896.22,553,25000.0,6,1,0.39748016653465024,0,0.6109550480189018,0,0,0,0,0,0
44234.07,512,10000.0,4,0,0.22607008579585827,0,0.37531166587203035,0,0,0,0,0,1
26427.06,727,10000.0,1,1,0.37840001876864093,0,0.44242092978451825,0,1,0,0,0,1
49412.59,801,5000.0,2,1,0.1011887860968227,0,0.1073788616508106,0,0,0,1,0,1
38493.57,606,15000.0,14,0,0.38967547047467926,0,0.5465745047912168,1,0,0,0,0,0
36271.225,536,20000.0,38,1,0.5514012829729352,1,0.8744236763563338,0,0,0,0,0,0
23831.61,404,25000.0,36,1,1.049026901665477,1,2.2071110554842956,0,0,0,0,0,0
29833.96,552,10000.0,9,1,0.3351884898954078,0,0.5161416963969142,0,0,0,0,0,0
28702.37,639,15000.0,8,1,0.5226049277463847,1,0.6951708741540329,1,0,0,0,0,0
15091.56,810,15000.0,22,1,0.9939330327679843,1,1.0430161454972675,0,0,0,1,0,0
43376.46,717,20000.0,13,1,0.4610795809524337,0,0.5466075924819647,0,1,0,0,0,0
42473.4,681,20000.0,32,1,0.4708829526244661,0,0.5877393681803175,0,1,0,0,0,0
36427.09,610,20000.0,15,1,0.5490419355485163,1,0.7650584347807194,1,0,0,0,0,0
31547.44,592,20000.0,19,1,0.633965862206252,1,0.9102550386407334,1,0,0,0,0,0
15533.86,791,10000.0,7,1,0.6437549971481653,1,0.6917721208292548,0,0,1,0,0,0
28215.11,670,20000.0,37,1,0.7088400505970028,1,0.8992746910558992,1,0,0,0,0,0
29565.73,440,15000.0,33,0,0.5073441447243143,1,0.9800966432174253,0,0,0,0,0,0
22440.75,583,15000.0,30,1,0.66842685739113,1,0.9745503066594519,1,0,0,0,0,0
32965.89,564,25000.0,7,1,0.758359625661555,1,1.142917875553762,0,0,0,0,0,0
46278.4,595,15000.0,24,0,0.3241252938735998,0,0.4630361341051426,1,0,0,0,0,0
97148.71499999998,706,15000.0,12,0,0.1544024540108431,0,0.18589530582042016,0,1,0,0,0,0
40325.8,639,10000.0,17,1,0.24798020126073134,0,0.329864117482976,1,0,0,0,0,0
42384.17,642,15000.0,33,1,0.35390571527058334,0,0.46856675697818667,1,0,0,0,0,0
34729.07,781,5000.0,35,0,0.14397160649565335,0,0.1566912490669723,0,0,1,0,0,0
11484.31,580,15000.0,16,1,1.3061298414967901,1,1.9141558021935716,0,0,0,0,0,0
35742.35,836,25000.0,11,1,0.6994503718977627,1,0.7111636556376774,0,0,0,1,0,0
37651.88,583,25000.0,15,1,0.6639774693853269,1,0.9680632057933581,1,0,0,0,0,0
97148.71499999998,659,20000.0,12,0,0.20586993868112413,0,0.2655378571759568,1,0,0,0,0,0
32356.93,622,10000.0,10,1,0.3090528056895385,0,0.42233904314486775,1,0,0,0,0,0
43517.93,662,25000.0,13,1,0.5744758539755912,1,0.7376200541982667,1,0,0,0,0,0
35566.98,694,5000.0,27,1,0.1405798299433913,0,0.1721799069911853,0,1,0,0,0,0
18011.99,693,5000.0,23,1,0.2775928700826505,0,0.3404818752817502,0,1,0,0,0,0
72091.66,575,20000.0,16,0,0.2774246008484199,0,0.41010593168896853,0,0,0,0,0,0
57020.14,538,10000.0,8,1,0.17537663008193247,0,0.2770820363748004,0,0,0,0,0,0
58373.61,850,10000.0,29,0,0.1713102890158755,0,0.1713102890158755,0,0,0,1,0,0
21043.93,602,15000.0,36,1,0.7127946158345898,1,1.0064375804973444,1,0,0,0,0,0
84261.18,720,5000.0,2,1,0.05933930666529949,0,0.07005334814653412,0,1,0,0,0,1
15660.38,489,5000.0,7,1,0.31927705457977396,0,0.5549805652204659,0,0,0,0,0,0
51643.22,622,5000.0,17,0,0.09681813024052334,0,0.13230773425151904,1,0,0,0,0,0
97148.71499999998,637,5000.0,29,0,0.05146748467028103,0,0.06867717734652885,1,0,0,0,0,0
20043.86,697,25000.0,2,1,1.247264748406744,1,1.5210545712277368,0,1,0,0,0,1
25854.02,378,10000.0,33,0,0.3867870451094259,0,0.8697592284206668,0,0,0,0,0,0
38553.06,667,15000.0,27,1,0.3890741746569533,0,0.49582166185668713,1,0,0,0,0,0
26847.14,535,25000.0,36,1,0.9311978855103374,1,1.4794732760444613,0,0,0,0,0,0
14322.71,682,10000.0,24,1,0.6981918924561065,1,0.8701805111256459,0,1,0,0,0,0
37840.6,546,20000.0,29,0,0.5285328456736944,1,0.8228075436312092,0,0,0,0,0,0
19199.08,564,5000.0,6,1,0.2604291455632249,0,0.39249073356159775,0,0,0,0,0,0
48250.21,623,15000.0,28,0,0.31087947596497506,0,0.42415337812235765,1,0,0,0,0,0
20917.58,545,10000.0,1,1,0.47806677445478873,0,0.7456087308010466,0,0,0,0,0,1
92038.35,602,20000.0,25,1,0.21730072301383063,0,0.3068199577437808,1,0,0,0,0,0
22698.36,531,5000.0,6,0,0.2202802316995589,0,0.35261430686370066,0,0,0,0,0,0
29934.38,467,20000.0,17,1,0.6681280854990148,1,1.2160789564757228,0,0,0,0,0,0
59166.47,752,20000.0,5,0,0.3380292926044092,0,0.38208098233211146,0,0,1,0,0,1
17352.32,520,25000.0,39,1,1.4407295393353743,1,2.3550386700674384,0,0,0,0,0,0
41625.82,632,20000.0,26,1,0.48047101534576375,0,0.646203106082119,1,0,0,0,0,0
79561.51,725,25000.0,23,0,0.31422229165836596,0,0.3683985488408429,0,1,0,0,0,0
13842.66,589,25000.0,32,1,1.8060112723999577,1,2.606298101086526,1,0,0,0,0,0
40569.84,567,20000.0,30,1,0.49297704896050865,0,0.7390308494116972,0,0,0,0,0,0
42443.53,673,10000.0,33,0,0.2356071702801346,0,0.2975722061487584,0,1,0,0,0,0
58051.96,762,20000.0,21,1,0.344518944752253,0,0.38430590950054466,0,0,1,0,0,0
17289.07,533,20000.0,23,1,1.1568002211802022,1,1.8448033546025737,0,0,0,0,0,0
16444.17,635,10000.0,35,1,0.6081182571087504,1,0.8140165646337605,1,0,0,0,0,0
49670.42,477,5000.0,27,1,0.10066353374906031,0,0.1793794626555582,0,0,0,0,0,0
43398.96,611,15000.0,19,1,0.3456304022031864,0,0.4808278917720269,1,0,0,0,0,0
42205.07,653,5000.0,17,0,0.11846917917681454,0,0.15420949816277546,1,0,0,0,0,0
44706.26,565,20000.0,31,0,0.44736464199868203,0,0.673026452564389,0,0,0,0,0,0
24148.68,604,5000.0,32,0,0.20705065452852908,0,0.2913792323663075,1,0,0,0,0,0
41745.72,509,15000.0,9,1,0.3593182726277089,0,0.6000403373940129,0,0,0,0,0,0
43297.21,658,5000.0,8,1,0.11548088202449996,0,0.14917743118666407,1,0,0,0,0,0
23656.4,756,15000.0,24,1,0.6340778816726129,1,0.7129182532033347,0,0,1,0,0,0
97148.71499999998,540,5000.0,12,0,0.05146748467028103,0,0.08101363327729422,0,0,0,0,0,0
48257.17,588,25000.0,4,0,0.5180577311102164,1,0.7488929786457209,1,0,0,0,0,1
17769.13,700,20000.0,30,1,1.1255475085161737,1,1.3667362603410682,0,1,0,0,0,0
53848.63,771,15000.0,30,0,0.2785586188543701,0,0.307100941668242,0,0,1,0,0,0
20235.44,501,20000.0,33,1,0.9883649676013965,1,1.6768667114993754,0,0,0,0,0,0
58235.52,633,25000.0,25,1,0.4292912641631774,0,0.5764574637262255,1,0,0,0,0,0
72777.15,678,5000.0,6,1,0.0687028827042554,0,0.08613193259383052,0,1,0,0,0,0
22194.3,640,20000.0,19,1,0.9011322727006484,1,1.1968162996805487,1,0,0,0,0,0
64732.95,402,5000.0,21,0,0.07724041620225867,0,0.16331928798985043,0,0,0,0,0,0
46521.44,700,5000.0,4,0,0.10747732658318401,0,0.13050818227958058,0,1,0,0,0,1
59470.53,802,20000.0,11,1,0.33630102169931897,0,0.3564287636464104,0,0,0,1,0,0
97148.71499999998,662,15000.0,20,0,0.1544024540108431,0,0.19825088505923963,1,0,0,0,0,0
31343.65,547,15000.0,8,1,0.47856583390894164,0,0.7436580600047539,0,0,0,0,0,0
23103.94,599,20000.0,28,0,0.8656532175897271,1,1.2283893738752387,1,0,0,0,0,0
21296.36,827,15000.0,26,0,0.7043457191745444,1,0.7239345360318775,0,0,0,1,0,0
22259.27,741,10000.0,16,1,0.44925103114342924,0,0.515335190920263,0,0,1,0,0,0
34673.78,714,5000.0,39,0,0.14420118025782017,0,0.1716680717355002,0,1,0,0,0,0
44564.43,686,20000.0,23,1,0.44878841712998463,0,0.5560789425079985,0,1,0,0,0,0
42873.73,584,25000.0,26,0,0.5831076512353834,1,0.8487012047090342,1,0,0,0,0,0
59653.61,630,20000.0,7,1,0.33526889655127323,0,0.4523469239183845,1,0,0,0,0,0
36599.91,642,20000.0,28,0,0.5464494311598034,1,0.7234922375168736,1,0,0,0,0,0
86865.87,705,5000.0,18,1,0.05756000601847423,0,0.06939858881660013,0,1,0,0,0,0
30983.37,801,25000.0,9,1,0.8068844673771769,1,0.8562444410369542,0,0,0,1,0,0
97148.71499999998,762,5000.0,23,0,0.05146748467028103,0,0.05741123618075968,0,0,1,0,0,0
52859.91,508,15000.0,33,0,0.2837689280969264,0,0.4748102143354083,0,0,0,0,0,0
21713.85,672,20000.0,39,1,0.9210711135980032,1,1.1650453073784268,0,1,0,0,0,0
19100.4,724,5000.0,30,0,0.2617746225209943,0,0.3073320844514436,0,1,0,0,0,0
48507.97,712,10000.0,3,1,0.20615169012432388,0,0.24610805703044283,0,1,0,0,0,1
31758.71,587,20000.0,30,0,0.6297485004901018,1,0.9119015765188868,1,0,0,0,0,0
55737.05,850,15000.0,8,1,0.2691208092283319,0,0.2691208092283319,0,0,0,1,0,0
48239.94,522,5000.0,25,0,0.10364855346005819,0,0.16877638015526716,0,0,0,0,0,0
34762.78,542,5000.0,12,1,0.14383199502456362,0,0.22556678186509052,0,0,0,0,0,0
21849.29,673,10000.0,25,1,0.45768077589706574,0,0.5780515000185823,0,1,0,0,0,0
14633.84,850,15000.0,0,1,1.0250214571158356,1,1.0250214571158356,0,0,0,1,1,0
27780.54,566,10000.0,39,0,0.35996420515943894,0,0.5405822869002175,0,0,0,0,0,0
60708.52,623,20000.0,8,0,0.3294430501682466,0,0.44948088706743117,1,0,0,0,0,0
41293.33,758,25000.0,30,0,0.6054246533277893,1,0.6789062735206081,0,0,1,0,0,0
17198.14,648,5000.0,23,0,0.29072911372974053,0,0.38135763375043125,1,0,0,0,0,0
40292.01,617,10000.0,21,1,0.24818816435318067,0,0.3419123820100544,1,0,0,0,0,0
45761.13,707,5000.0,8,1,0.10926303611820776,0,0.13136291471071654,0,1,0,0,0,0
